company_name,relationship_to_issuer,title_of_security,transaction_date,transaction_code,acquired_or_disposed,transaction_shares,transaction_price,shares_owned_after
GOOGL,,Class A Common Stock,,,,,,"320,864"
GOOGL,,Class A Common Stock,,,,,,"319,344"
GOOGL,,Class A Common Stock,,,,,,"220,410"
GOOGL,,Class A Common Stock,,,,,,"220,410"
GOOGL,,Class C Capital Stock,,,,,,"220,410"
GOOGL,,Class C Capital Stock,,,,,,"220,410"
GOOGL,,Class C Capital Stock,,,,,,"319,344"
GOOGL,,Class C Capital Stock,,,,,,"320,864"
GOOGL,,Class C Capital Stock,,,,,,"338,600"
GOOGL,,Class C Capital Stock,,,,,,"724,526"
GOOGL,,Class C Capital Stock,,,,,,"811,397"
GOOGL,,Class C Google Stock Units(7),,,,,,421
GOOGL,,Class C Google Stock Units(8),,,,,,"1,243"
GOOGL,,Class C Google Stock Units(9),,,,,,"1,839"
GOOGL,,Class C Google Stock Units(10),,,,,,"1,752"
GOOGL,,Class A Common Stock,12/12/2024,S,D,75,192.805,"24,749"
GOOGL,,Class A Common Stock,12/12/2024,S,D,332,193.5996,"24,417"
GOOGL,,Class A Common Stock,12/12/2024,S,D,990,194.4569,"23,427"
GOOGL,,Class A Common Stock,12/12/2024,S,D,103,195.0291,"23,324"
GOOGL,,Class C Capital Stock,,,,,,"1,273"
GOOGL,,Class C Capital Stock,,,,,,"6,093"
GOOGL,,Class C Google Stock Units(5),,,,,,601
GOOGL,,Class C Google Stock Units(6),,,,,,"1,764"
GOOGL,,Class C Google Stock Units(7),,,,,,"2,627"
GOOGL,,Class C Google Stock Units(8),,,,,,"2,503"
GOOGL,,Class C Google Stock Units(1),12/16/2024,A,A,4(2),0,"3,689(3)"
GOOGL,,Class C Google Stock Units(4),12/16/2024,A,A,2(2),0,"1,841(5)"
GOOGL,,Class C Google Stock Units(6),12/16/2024,A,A,2(2),0,"1,754(7)"
GOOGL,,Class C Capital Stock,,,,,,"6,459"
GOOGL,"SVP, Chief Financial Officer",Class C Google Stock Units(1),12/16/2024,A,A,36(2),0,"36,032(3)"
GOOGL,"SVP, Chief Financial Officer",Class C Google Stock Units(4),12/16/2024,A,A,94(2),0,"93,517(5)"
GOOGL,"SVP, Chief Financial Officer",Class C Google Stock Units(6),12/16/2024,A,A,33(2),0,"33,006(7)"
GOOGL,"SVP, Chief Financial Officer",Class C Capital Stock,,,,,,"17,825"
GOOGL,,Class C Google Stock Units(1),12/16/2024,A,A,1(2),0,"1,244(3)"
GOOGL,,Class C Google Stock Units(4),12/02/2024,A,A,2(2),0,"1,841(5)"
GOOGL,,Class C Google Stock Units(8),12/16/2024,A,A,2(2),0,"1,754(9)"
GOOGL,,Class C Capital Stock,,,,,,"16,599"
GOOGL,,Class C Google Stock Units(6),,,,,,421(7)
GOOGL,"VP, Chief Accounting Officer",Class C Capital Stock,12/16/2024,S,D,594,194.4118,"22,921"
GOOGL,"VP, Chief Accounting Officer",Class C Capital Stock,12/16/2024,S,D,600,195.8367,"22,321"
GOOGL,"VP, Chief Accounting Officer",Class C Capital Stock,12/16/2024,S,D,541,198.4241,"21,780"
GOOGL,"VP, Chief Accounting Officer",Class C Capital Stock,12/16/2024,S,D,899,199.617,"20,881"
GOOGL,"VP, Chief Accounting Officer",Class C Capital Stock,12/16/2024,S,D,200,200.32,"20,681"
GOOGL,"VP, Chief Accounting Officer",Class C Google Stock Units(1),12/16/2024,A,A,8(2),0,"8,292(3)"
GOOGL,"VP, Chief Accounting Officer",Class C Google Stock Units(4),12/16/2024,A,A,25(2),0,"24,376(5)"
GOOGL,"VP, Chief Accounting Officer",Class A Common Stock,,,,,,"8,940"
GOOGL,"SVP, Chief Business Officer",Class C Google Stock Units(1),12/16/2024,A,A,13(2),0,"13,204(3)"
GOOGL,"SVP, Chief Business Officer",Class C Google Stock Units(4),12/16/2024,A,A,91(2),0,"90,417(5)"
GOOGL,"SVP, Chief Business Officer",Class C Google Stock Units(6),12/16/2024,A,A,110(2),0,"109,044(7)"
GOOGL,"SVP, Chief Business Officer",Class C Capital Stock,,,,,,"621,663"
GOOGL,"President, Global Affairs, CLO",Class C Google Stock Units(1),12/16/2024,A,A,10(2),0,"10,335(3)"
GOOGL,"President, Global Affairs, CLO",Class C Google Stock Units(4),12/16/2024,A,A,71(2),0,"70,762(5)"
GOOGL,"President, Global Affairs, CLO",Class C Google Stock Units(6),12/16/2024,A,A,86(2),0,"85,339(7)"
GOOGL,"President, Global Affairs, CLO",Class C Capital Stock,,,,,,"60,801"
GOOGL,"President, Global Affairs, CLO",Class C Capital Stock,,,,,,"23,498"
GOOGL,"President, Chief Invs. Officer",Class C Google Stock Units(1),12/16/2024,A,A,10(2),0,"10,335(3)"
GOOGL,"President, Chief Invs. Officer",Class C Google Stock Units(4),12/16/2024,A,A,86(2),0,"85,339(5)"
GOOGL,"President, Chief Invs. Officer",Class C Google Stock Units(6),12/16/2024,A,A,71(2),0,"70,762(7)"
GOOGL,"President, Chief Invs. Officer",Class C Capital Stock,,,,,,"1,432,463"
GOOGL,"President, Chief Invs. Officer",Class C Capital Stock,,,,,,"120,000"
GOOGL,"President, Chief Invs. Officer",Class C Capital Stock,,,,,,"175,000"
GOOGL,"President, Chief Invs. Officer",Class C Capital Stock,,,,,,"200,000"
GOOGL,,Class C Google Stock Units(1),12/16/2024,A,A,2(2),0,"1,754(3)"
GOOGL,,Class C Google Stock Units(4),12/16/2024,A,A,2(2),0,"1,841(5)"
GOOGL,,Class C Google Stock Units(6),12/16/2024,A,A,1(2),0,"1,244(7)"
GOOGL,,Class C Google Stock Units(8),,,,,,421(9)
GOOGL,,Class A Common Stock,,,,,,"69,700"
GOOGL,,Class C Capital Stock,,,,,,"136,811"
GOOGL,,Class C Capital Stock,,,,,,"15,823,900"
GOOGL,,Class C Google Stock Units(1),,,,,,421(2)
GOOGL,,Class C Google Stock Units(3),12/16/2024,A,A,1(4),0,"1,244(5)"
GOOGL,,Class C Google Stock Units(6),12/16/2024,A,A,2(4),0,"1,841(7)"
GOOGL,,Class C Google Stock Units(8),12/16/2024,A,A,2(4),0,"1,754(9)"
GOOGL,,Class C Capital Stock,,,,,,"5,711"
GOOGL,,Class C Capital Stock,,,,,,"53,300"
GOOGL,Chief Executive Officer,Class C Google Stock Units(1),12/16/2024,A,A,376(2),0,"373,167(3)"
GOOGL,Chief Executive Officer,Class A Common Stock,,,,,,"227,560"
GOOGL,Chief Executive Officer,Class C Capital Stock,,,,,,"2,007,374"
GOOGL,,Class C Google Stock Units(1),12/16/2024,A,A,1(2),0,602(3)
GOOGL,,Class C Google Stock Units(4),12/16/2024,A,A,2(2),0,"1,766(5)"
GOOGL,,Class C Google Stock Units(6),12/16/2024,A,A,3(2),0,"2,630(7)"
GOOGL,,Class C Google Stock Units(8),12/16/2024,A,A,3(2),0,"2,506(9)"
GOOGL,,Class A Common Stock,,,,,,"23,324"
GOOGL,,Class C Capital Stock,,,,,,"1,273"
GOOGL,,Class C Capital Stock,,,,,,"6,093"
GOOGL,,Class C Google Stock Units(1),12/16/2024,A,A,1(2),0,"1,244(3)"
GOOGL,,Class C Google Stock Units(4),12/16/2024,A,A,2(2),0,"1,841(5)"
GOOGL,,Class C Google Stock Units(6),12/16/2024,A,A,2(2),0,"1,754(7)"
GOOGL,,Class C Google Stock Units(8),,,,,,421(9)
GOOGL,,Class C Capital Stock,,,,,,"28,151"
GOOGL,,Class A Common Stock,12/18/2024,G(1),A,"32,700",0,"315,532"
GOOGL,,Class A Common Stock,12/18/2024,G(2),A,"32,700",0,"300,400"
GOOGL,,Class A Common Stock,12/18/2024,G(1),D,"32,700",0,"187,710"
GOOGL,,Class A Common Stock,12/18/2024,G(2),D,"32,700",0,"187,710"
GOOGL,,Class C Capital Stock,12/18/2024,G(1),D,"32,700",0,"187,710"
GOOGL,,Class C Capital Stock,12/18/2024,G(2),D,"32,700",0,"187,710"
GOOGL,,Class C Capital Stock,12/18/2024,G(2),A,"32,700",0,"757,226"
GOOGL,,Class C Capital Stock,12/18/2024,G(1),A,"32,700",0,"844,097"
GOOGL,,Class C Google Stock Units(7),,,,,,421(8)
GOOGL,,Class C Google Stock Units(9),12/16/2024,A,A,1(10),0,"1,244(11)"
GOOGL,,Class C Google Stock Units(12),12/16/2024,A,A,2(10),0,"1,841(13)"
GOOGL,,Class C Google Stock Units(14),12/16/2024,A,A,2(10),0,"1,754(15)"
GOOGL,,Class A Common Stock,,,,,,"337,680"
GOOGL,,Class A Common Stock,,,,,,"320,864"
GOOGL,,Class A Common Stock,,,,,,"319,344"
GOOGL,,Class C Capital Stock,,,,,,"319,344"
GOOGL,,Class C Capital Stock,,,,,,"320,864"
GOOGL,,Class C Capital Stock,,,,,,"338,600"
GOOGL,Chief Executive Officer,Class C Capital Stock,12/25/2024,C(1),A,"36,958",0,"2,044,364"
GOOGL,Chief Executive Officer,Class C Google Stock Units(2),12/25/2024,C(1),D,"36,958",0,"336,208"
GOOGL,Chief Executive Officer,Class C Google Stock Units(2),12/25/2024,F(3),D,"37,675",197.57,"298,533"
GOOGL,Chief Executive Officer,Class A Common Stock,,,,,,"227,560"
GOOGL,"SVP, Chief Business Officer",Class C Capital Stock,12/25/2024,C(1),A,"21,493",0,"643,156"
GOOGL,"SVP, Chief Business Officer",Class C Google Stock Units(2),12/25/2024,C(1),D,"6,539",0,"6,665"
GOOGL,"SVP, Chief Business Officer",Class C Google Stock Units(2),12/25/2024,F(3),D,"6,666",197.57,0
GOOGL,"SVP, Chief Business Officer",Class C Google Stock Units(4),12/25/2024,C(1),D,"8,955",0,"81,463"
GOOGL,"SVP, Chief Business Officer",Class C Google Stock Units(4),12/25/2024,F(3),D,"9,128",197.57,"72,334"
GOOGL,"SVP, Chief Business Officer",Class C Google Stock Units(5),12/25/2024,C(1),D,"5,600",0,"103,044"
GOOGL,"SVP, Chief Business Officer",Class C Google Stock Units(5),12/25/2024,F(3),D,"6,116",197.57,"96,928"
GOOGL,"President, Global Affairs, CLO",Class C Capital Stock,12/25/2024,C(1),A,"16,822",0,"40,320"
GOOGL,"President, Global Affairs, CLO",Class C Google Stock Units(2),12/25/2024,C(1),D,"5,118",0,"5,218"
GOOGL,"President, Global Affairs, CLO",Class C Google Stock Units(2),12/25/2024,F(3),D,"5,217",197.57,0
GOOGL,"President, Global Affairs, CLO",Class C Google Stock Units(4),12/25/2024,C(1),D,"7,008",0,"63,753"
GOOGL,"President, Global Affairs, CLO",Class C Google Stock Units(4),12/25/2024,F(3),D,"7,144",197.57,"56,609"
GOOGL,"President, Global Affairs, CLO",Class C Google Stock Units(5),12/25/2024,C(1),D,"4,696",0,"80,644"
GOOGL,"President, Global Affairs, CLO",Class C Google Stock Units(5),12/25/2024,F(3),D,"4,787",197.57,"75,858"
GOOGL,"President, Global Affairs, CLO",Class C Capital Stock,,,,,,"60,801"
GOOGL,"President, Chief Invs. Officer",Class C Capital Stock,12/25/2024,C(1),A,"16,822",0,"1,449,285"
GOOGL,"President, Chief Invs. Officer",Class C Google Stock Units(2),12/25/2024,C(1),D,"5,118",0,"5,217"
GOOGL,"President, Chief Invs. Officer",Class C Google Stock Units(2),12/25/2024,F(3),D,"5,217",197.57,0
GOOGL,"President, Chief Invs. Officer",Class C Google Stock Units(4),12/25/2024,C(1),D,"7,008",0,"63,753"
GOOGL,"President, Chief Invs. Officer",Class C Google Stock Units(4),12/25/2024,F(3),D,"7,144",197.57,"56,609"
GOOGL,"President, Chief Invs. Officer",Class C Google Stock Units(5),12/25/2024,C(1),D,"4,695",0,"80,644"
GOOGL,"President, Chief Invs. Officer",Class C Google Stock Units(5),12/25/2024,F(3),D,"4,787",197.57,"75,858"
GOOGL,"President, Chief Invs. Officer",Class C Capital Stock,,,,,,"120,000"
GOOGL,"President, Chief Invs. Officer",Class C Capital Stock,,,,,,"200,000"
GOOGL,"President, Chief Invs. Officer",Class C Capital Stock,,,,,,"175,000"
GOOGL,"SVP, Chief Financial Officer",Class C Capital Stock,12/25/2024,C(1),A,"17,843",0,"35,668"
GOOGL,"SVP, Chief Financial Officer",Class C Google Stock Units(2),12/25/2024,F(3),D,"18,189",197.57,"17,843"
GOOGL,"SVP, Chief Financial Officer",Class C Google Stock Units(2),12/25/2024,C(1),D,"17,843",0,0
GOOGL,"SVP, Chief Financial Officer",Class C Google Stock Units(4),,,,,,"93,517"
GOOGL,"SVP, Chief Financial Officer",Class C Google Stock Units(5),,,,,,"33,006"
GOOGL,"VP, Chief Accounting Officer",Class C Capital Stock,12/25/2024,C(1),A,"1,368",0,"22,049"
GOOGL,"VP, Chief Accounting Officer",Class C Google Stock Units(2),12/25/2024,C(1),D,"1,368",0,"6,924"
GOOGL,"VP, Chief Accounting Officer",Class C Google Stock Units(2),12/25/2024,F(3),D,"1,395",197.57,"5,529"
GOOGL,"VP, Chief Accounting Officer",Class C Google Stock Units(4),,,,,,"24,376"
GOOGL,"VP, Chief Accounting Officer",Class A Common Stock,,,,,,"8,940"
GOOGL,,Class C Capital Stock,12/31/2024,S,D,111,192.49,"16,709(1)"
GOOGL,,Class C Google Stock Units(2),,,,,,361
GOOGL,,Class C Google Stock Units(3),,,,,,"1,184"
GOOGL,,Class C Google Stock Units(4),,,,,,"1,782"
GOOGL,,Class C Google Stock Units(5),,,,,,"1,713"
GOOGL,"President, Global Affairs, CLO",Class C Capital Stock,12/30/2024,S,D,"2,200",191.3218,"58,601"
GOOGL,"President, Global Affairs, CLO",Class C Capital Stock,12/30/2024,S,D,"4,931",191.9943,"53,670"
GOOGL,"President, Global Affairs, CLO",Class C Capital Stock,12/30/2024,S,D,"9,489",193.2285,"44,181"
GOOGL,"President, Global Affairs, CLO",Class C Capital Stock,12/30/2024,S,D,200,193.695,"43,981"
GOOGL,"President, Global Affairs, CLO",Class C Capital Stock,12/31/2024,G,A,"16,820",0,"60,801"
GOOGL,"President, Global Affairs, CLO",Class C Capital Stock,12/31/2024,G,D,"16,820",0,"23,500"
GOOGL,"President, Global Affairs, CLO",Class C Google Stock Units(5),,,,,,"56,609"
GOOGL,"President, Global Affairs, CLO",Class C Google Stock Units(6),,,,,,"75,858"
GOOGL,"VP, Chief Accounting Officer",Class C Capital Stock,01/02/2025,S,D,"1,368",191.55,"20,681"
GOOGL,"VP, Chief Accounting Officer",Class A Common Stock,,,,,,"8,940"
GOOGL,"VP, Chief Accounting Officer",Class C Google Stock Units(1),,,,,,"5,529"
GOOGL,"VP, Chief Accounting Officer",Class C Google Stock Units(2),,,,,,"24,376"
GOOGL,"President, Chief Invs. Officer",Class C Capital Stock,01/09/2025,A(1),A,"34,108",0,"1,483,393"
GOOGL,"President, Chief Invs. Officer",Class C Capital Stock,01/09/2025,F(2),D,"16,418",195.39,"1,466,975"
GOOGL,"President, Chief Invs. Officer",Class C Google Stock Units(3),,,,,,"56,609"
GOOGL,"President, Chief Invs. Officer",Class C Google Stock Units(4),,,,,,"75,858"
GOOGL,"President, Chief Invs. Officer",Class C Capital Stock,,,,,,"120,000"
GOOGL,"President, Chief Invs. Officer",Class C Capital Stock,,,,,,"200,000"
GOOGL,"President, Chief Invs. Officer",Class C Capital Stock,,,,,,"175,000"
GOOGL,"President, Global Affairs, CLO",Class C Capital Stock,01/09/2025,A(1),A,"34,108",0,"57,608"
GOOGL,"President, Global Affairs, CLO",Class C Capital Stock,01/09/2025,F(2),D,"16,418",195.39,"41,191"
GOOGL,"President, Global Affairs, CLO",Class C Capital Stock,,,,,,"60,801"
GOOGL,"President, Global Affairs, CLO",Class C Google Stock Units(3),,,,,,"56,609"
GOOGL,"President, Global Affairs, CLO",Class C Google Stock Units(4),,,,,,"75,858"
GOOGL,"SVP, Chief Business Officer",Class C Capital Stock,01/09/2025,A(1),A,"81,844",0,"725,000"
GOOGL,"SVP, Chief Business Officer",Class C Capital Stock,01/09/2025,F(2),D,"40,420",195.39,"684,580"
GOOGL,"SVP, Chief Business Officer",Class C Google Stock Units(3),,,,,,"72,334"
GOOGL,"SVP, Chief Business Officer",Class C Google Stock Units(4),,,,,,"96,928"
GOOGL,,Class A Common Stock,01/13/2025,S,D,104,187.903,"21,824"
GOOGL,,Class A Common Stock,01/13/2025,S,D,674,189.4407,"22,650"
GOOGL,,Class A Common Stock,01/13/2025,S,D,722,190.3985,"21,928"
GOOGL,,Class C Capital Stock,,,,,,"1,596.166"
GOOGL,,Class C Capital Stock,,,,,,"6,093"
GOOGL,,Class C Google Stock Units(4),,,,,,502
GOOGL,,Class C Google Stock Units(5),,,,,,"1,686"
GOOGL,,Class C Google Stock Units(6),,,,,,"2,546"
GOOGL,,Class C Google Stock Units(7),,,,,,"2,447"
MSFT,Chief Executive Officer,Common Stock,,,,,,"786,932.685"
MSFT,Chief Executive Officer,Common Stock,08/23/2024,S,D,"7,199",417.412,0
MSFT,Chief Executive Officer,Common Stock,08/23/2024,S,D,"7,199",417.412,0
MSFT,"EVP, Chief Commercial Officer",Common Stock,09/03/2024,A,A,"32,881(1)",0,"137,829.654"
MSFT,"EVP, Chief Commercial Officer",Common Stock,09/03/2024,F,D,"18,909.765",417.14,"118,919.889"
MSFT,"EVP, Human Resources",Common Stock,09/03/2024,A,A,"17,224(1)",0,"176,987.8199"
MSFT,"EVP, Human Resources",Common Stock,09/03/2024,F,D,"9,516.737",417.14,"167,538.492(2)"
MSFT,"EVP, Chief Financial Officer",Common Stock,09/03/2024,A,A,"45,668(1)",0,"562,118.617"
MSFT,"EVP, Chief Financial Officer",Common Stock,09/03/2024,F,D,"25,299.444",417.14,"536,819.173"
MSFT,Chief Accounting Officer,Common Stock,08/30/2024,F,D,60.68,413.12,"67,728.4916"
MSFT,Chief Accounting Officer,Common Stock,08/31/2024,A,A,"4,411(1)",0,"72,139.4916"
MSFT,Chief Accounting Officer,Common Stock,09/03/2024,F,D,498.242,417.14,"71,641.2496"
MSFT,Chief Executive Officer,Common Stock,09/03/2024,A,A,"260,949(1)",0,"1,047,881.685"
MSFT,Chief Executive Officer,Common Stock,09/03/2024,F,D,"105,201.441",417.14,"942,680.244"
MSFT,"EVP, Chief Marketing Officer",Common Stock,08/30/2024,F,D,209.913,413.12,"46,234.203"
MSFT,"EVP, Chief Marketing Officer",Common Stock,09/03/2024,A,A,"14,552(1)",0,"60,786.203"
MSFT,"EVP, Chief Marketing Officer",Common Stock,09/03/2024,F,D,"8,320.847",417.14,"52,499.5945(2)"
MSFT,President,Common Stock,09/03/2024,A,A,"40,448(1)",0,"607,197.6431"
MSFT,President,Common Stock,09/03/2024,F,D,"22,413.212",417.14,"584,847.4896(2)"
MSFT,"EVP, Business Development",Common Stock,09/03/2024,A,A,"19,573(1)",0,"126,213.0592"
MSFT,"EVP, Business Development",Common Stock,09/03/2024,F,D,"14,162.023",417.14,"112,070.9549(2)"
MSFT,Chief Executive Officer,Common Stock,09/04/2024,S,D,"2,800(1)",404.985,"939,880.244"
MSFT,Chief Executive Officer,Common Stock,09/04/2024,S,D,"5,939(1)",406.1717,"933,941.244"
MSFT,Chief Executive Officer,Common Stock,09/04/2024,S,D,"9,648(1)",407.0234,"924,293.244"
MSFT,Chief Executive Officer,Common Stock,09/04/2024,S,D,"7,391(1)",408.3398,"916,902.244"
MSFT,Chief Executive Officer,Common Stock,09/04/2024,S,D,"36,955(1)",409.1226,"879,947.244"
MSFT,Chief Executive Officer,Common Stock,09/04/2024,S,D,"14,120(1)",410.1035,"865,827.244"
MSFT,Chief Executive Officer,Common Stock,09/04/2024,S,D,"1,500(1)",410.816,"864,327.244"
MSFT,"EVP, Chief Financial Officer",Common Stock,09/04/2024,G,D,"2,450",0,"534,369.173"
MSFT,"EVP, Chief Financial Officer",Common Stock,09/05/2024,S,D,"38,000",410.5472,"496,369.173"
MSFT,,Common Stock,,,,,,"15,905"
MSFT,,Common Stock,,,,,,"7,750"
MSFT,,Common Stock,,,,,,68(1)
MSFT,,Common Stock,09/06/2024,A,A,146(1),0,146
MSFT,,Common Stock,,,,,,"1,986"
MSFT,,Common Stock,,,,,,0
MSFT,,Common Stock,09/06/2024,A,A,146(1),0,860
MSFT,,Common Stock,,,,,,"5,400"
MSFT,,Common Stock,,,,,,"12,000"
MSFT,,Common Stock,,,,,,0
MSFT,,Common Stock,09/06/2024,A,A,146(1),0,"44,077"
MSFT,,Common Stock,,,,,,525
MSFT,,Common Stock,09/06/2024,A,A,146(1),0,"78,090"
MSFT,,Common Stock,,,,,,"7,243"
MSFT,,Common Stock,,,,,,"9,913.797"
MSFT,Vice Chair and President,Common Stock,09/09/2024,S,D,"39,970",402.5883,"544,877.4896"
MSFT,Vice Chair and President,Common Stock,09/09/2024,S,D,30,403.3,"544,847.4896"
MSFT,Vice Chair and President,Common Stock,09/10/2024,G,D,"12,500",0,"532,347.4896"
MSFT,"EVP, Chief Human Resources Off",Common Stock,09/10/2024,S,D,"17,377.576",411.8464,"150,160.916"
MSFT,"EVP, Chief Marketing Officer",Common Stock,09/10/2024,S,D,"2,500",411.043,"49,999.5945"
MSFT,,Common Stock,,,,,,"15,905"
MSFT,,Common Stock,,,,,,"7,750"
MSFT,,Common Stock,,,,,,68(1)
MSFT,,Common Stock,,,,,,146
MSFT,,Common Stock,,,,,,"1,986"
MSFT,,Common Stock,,,,,,0
MSFT,,Common Stock,,,,,,"5,400"
MSFT,,Common Stock,,,,,,"12,000"
MSFT,,Common Stock,,,,,,0
MSFT,,Common Stock,,,,,,"9,913.797"
MSFT,"EVP, Chief Commercial Officer",Common Stock,09/16/2024,A,A,"23,374(1)",0,"142,293.889"
MSFT,"EVP, Human Resources",Common Stock,09/16/2024,A,A,"7,912(1)",0,"158,072.916"
MSFT,EVP & Chief Financial Officer,Common Stock,09/16/2024,A,A,"23,374(1)",0,"519,743.173"
MSFT,Vice Chair and President,Common Stock,09/16/2024,A,A,"23,374(1)",0,"555,721.4896"
MSFT,"EVP, Business Development",Common Stock,09/16/2024,A,A,"8,990(1)",0,"121,060.9549"
MSFT,"EVP, Chief Marketing Officer",Common Stock,09/16/2024,A,A,"8,511(1)",0,"58,510.5945"
MSFT,"EVP, Business Development",Common Stock,11/11/2024,F,D,"10,531.811",422.54,"110,529.1439"
MSFT,"EVP, Business Development",Common Stock,11/12/2024,S,D,"7,200",423.6584,"103,366.4644(2)"
MSFT,"EVP, Business Development",Common Stock,,,,,,"1,500"
MSFT,Chief Executive Officer,Common Stock,11/13/2024,G,D,"4,719",0,"859,608.244"
MSFT,"EVP, Chief Commercial Officer",Common Stock,11/22/2024,S,D,"25,000",417,"117,293.889"
MSFT,"EVP, Chief Marketing Officer",Common Stock,11/22/2024,S,D,"1,000",414.72,"57,510.5945"
MSFT,Chief Accounting Officer,Common Stock,12/02/2024,F,D,430.839,423.46,"71,210.4106"
MSFT,"EVP, Chief Marketing Officer",Common Stock,11/27/2024,S,D,"1,000",423.48,"56,510.5945"
MSFT,"EVP, Chief Marketing Officer",Common Stock,12/02/2024,F,D,158.74,423.46,"56,351.8545"
MSFT,"EVP, Chief Marketing Officer",Common Stock,12/02/2024,S,D,"2,500",430.873,"53,851.8545"
MSFT,"EVP, Chief Marketing Officer",Common Stock,12/04/2024,S,D,"2,000",437.317,"51,851.8545"
MSFT,,Common Stock,,,,,,"15,905"
MSFT,,Common Stock,,,,,,"7,750"
MSFT,,Common Stock,,,,,,68(1)
MSFT,,Common Stock,12/09/2024,A,A,132(1),0,132
MSFT,,Common Stock,,,,,,"2,132"
MSFT,,Common Stock,,,,,,0
MSFT,,Common Stock,12/09/2024,A,A,132(1),0,992
MSFT,,Common Stock,,,,,,"5,400"
MSFT,,Common Stock,,,,,,"12,000"
MSFT,,Common Stock,,,,,,0
MSFT,,Common Stock,12/09/2024,A,A,132(1),0,"44,209"
MSFT,,Common Stock,,,,,,525
MSFT,,Common Stock,12/09/2024,A,A,132(1),0,"78,222"
MSFT,,Common Stock,,,,,,"7,243"
MSFT,,Common Stock,,,,,,"9,913.797"
MSFT,"EVP, Chief Marketing Officer",Common Stock,12/09/2024,S,D,"2,500",447.412,"49,351.8545"
MSFT,,Common Stock,,,,,,"15,905"
MSFT,,Common Stock,,,,,,"7,750"
MSFT,,Common Stock,,,,,,68(1)
MSFT,,Common Stock,,,,,,132
MSFT,,Common Stock,,,,,,"2,132"
MSFT,,Common Stock,,,,,,0
MSFT,,Common Stock,,,,,,"5,400"
MSFT,,Common Stock,,,,,,"12,000"
MSFT,,Common Stock,,,,,,0
MSFT,,Common Stock,,,,,,"9,913.797"
MSFT,Chief Accounting Officer,Common Stock,12/16/2024,F,D,617.402,447.27,"70,593.0086"
TSLA,,Common Stock,07/25/2024,M,A,"44,096",23.17,"59,096"
TSLA,,Common Stock,07/25/2024,M,A,"58,795",23.17,"117,891"
TSLA,,Common Stock,07/25/2024,M,A,"22,861",23.17,"140,752"
TSLA,,Common Stock,07/25/2024,M,A,"10,612",23.17,"151,364"
TSLA,,Common Stock,07/25/2024,S,D,"17,616",216.721,"133,748"
TSLA,,Common Stock,07/25/2024,S,D,"2,500",218.336,"131,248"
TSLA,,Common Stock,07/25/2024,S,D,"6,763",219.334,"124,485"
TSLA,,Common Stock,07/25/2024,S,D,"5,389",220.334,"119,096"
TSLA,,Common Stock,07/25/2024,S,D,"19,112",221.267,"99,984"
TSLA,,Common Stock,07/25/2024,S,D,"14,726",222.517,"85,258"
TSLA,,Common Stock,07/25/2024,S,D,258,223.472,"85,000"
TSLA,,Common Stock,11/11/2024,M(1),A,"94,897",14.99,"100,297"
TSLA,,Common Stock,11/11/2024,M(1),A,"5,103",16.1,"105,400"
TSLA,,Common Stock,11/11/2024,S(1),D,418,336.953,"104,982"
TSLA,,Common Stock,11/11/2024,S(1),D,"3,000",338.089,"101,982"
TSLA,,Common Stock,11/11/2024,S(1),D,"1,500",338.975,"100,482"
TSLA,,Common Stock,11/11/2024,S(1),D,"3,300",340.022,"97,182"
TSLA,,Common Stock,11/11/2024,S(1),D,"3,382",341.252,"93,800"
TSLA,,Common Stock,11/11/2024,S(1),D,"5,850",342.152,"87,950"
TSLA,,Common Stock,11/11/2024,S(1),D,"7,556",343.216,"80,394"
TSLA,,Common Stock,11/11/2024,S(1),D,"8,980",344.232,"71,414"
TSLA,,Common Stock,11/11/2024,S(1),D,"11,993",345.264,"59,421"
TSLA,,Common Stock,11/11/2024,S(1),D,"11,723",346.232,"47,698"
TSLA,,Common Stock,11/11/2024,S(1),D,"13,812",347.199,"33,886"
TSLA,,Common Stock,11/11/2024,S(1),D,"10,603",348.251,"23,283"
TSLA,,Common Stock,11/11/2024,S(1),D,"8,395",349.184,"14,888"
TSLA,,Common Stock,11/11/2024,S(1),D,"1,119",350.046,"13,769"
TSLA,,Common Stock,11/11/2024,S(1),D,500,351.318,"13,269"
TSLA,,Common Stock,11/11/2024,S(1),D,"1,800",352.441,"11,469"
TSLA,,Common Stock,11/11/2024,S(1),D,"2,100",353.521,"9,369"
TSLA,,Common Stock,11/11/2024,S(1),D,700,354.26,"8,669"
TSLA,,Common Stock,11/11/2024,S(1),D,"1,100",355.611,"7,569"
TSLA,,Common Stock,11/11/2024,S(1),D,"1,669",356.675,"5,900"
TSLA,,Common Stock,11/11/2024,S(1),D,400,357.71,"5,500"
TSLA,,Common Stock,11/11/2024,S(1),D,100,358.35,"5,400"
TSLA,,Common Stock,11/15/2024,M(1),A,"112,390",24.73,"197,390"
TSLA,,Common Stock,11/15/2024,S(1),D,710,310.052,"196,680"
TSLA,,Common Stock,11/15/2024,S(1),D,"30,628",310.715,"166,052"
TSLA,,Common Stock,11/15/2024,S(1),D,"13,454",311.799,"152,598"
TSLA,,Common Stock,11/15/2024,S(1),D,"3,458",313.067,"149,140"
TSLA,,Common Stock,11/15/2024,S(1),D,"11,353",314.049,"137,787"
TSLA,,Common Stock,11/15/2024,S(1),D,"7,266",315.008,"130,521"
