Ticker,CIK,accessionNumber,xml_url
AAPL,0000320193,000032019324000132,https://www.sec.gov/Archives/edgar/data/0000320193/000032019324000132/xslF345X05/wk-form4_1734564614.xml
AAPL,0000320193,000032019324000130,https://www.sec.gov/Archives/edgar/data/0000320193/000032019324000130/xslF345X05/wk-form4_1732059096.xml
AAPL,0000320193,000032019324000129,https://www.sec.gov/Archives/edgar/data/0000320193/000032019324000129/xslF345X05/wk-form4_1732059042.xml
AAPL,0000320193,000032019324000126,https://www.sec.gov/Archives/edgar/data/0000320193/000032019324000126/xslF345X05/wk-form4_1731022209.xml
AAPL,0000320193,000032019324000116,https://www.sec.gov/Archives/edgar/data/0000320193/000032019324000116/xslF345X05/wk-form4_1729204211.xml
AAPL,0000320193,000032019324000114,https://www.sec.gov/Archives/edgar/data/0000320193/000032019324000114/xslF345X05/wk-form4_1728426607.xml
AAPL,0000320193,000032019324000112,https://www.sec.gov/Archives/edgar/data/0000320193/000032019324000112/xslF345X05/wk-form4_1727994654.xml
AAPL,0000320193,000032019324000111,https://www.sec.gov/Archives/edgar/data/0000320193/000032019324000111/xslF345X05/wk-form4_1727994644.xml
AAPL,0000320193,000032019324000110,https://www.sec.gov/Archives/edgar/data/0000320193/000032019324000110/xslF345X05/wk-form4_1727994634.xml
AAPL,0000320193,000032019324000109,https://www.sec.gov/Archives/edgar/data/0000320193/000032019324000109/xslF345X05/wk-form4_1727994624.xml
AAPL,0000320193,000032019324000108,https://www.sec.gov/Archives/edgar/data/0000320193/000032019324000108/xslF345X05/wk-form4_1727994612.xml
AAPL,0000320193,000032019324000101,https://www.sec.gov/Archives/edgar/data/0000320193/000032019324000101/xslF345X05/wk-form4_1727822082.xml
AAPL,0000320193,000032019324000100,https://www.sec.gov/Archives/edgar/data/0000320193/000032019324000100/xslF345X05/wk-form4_1727822040.xml
AAPL,0000320193,000032019324000099,https://www.sec.gov/Archives/edgar/data/0000320193/000032019324000099/xslF345X05/wk-form4_1727821995.xml
AAPL,0000320193,000032019324000098,https://www.sec.gov/Archives/edgar/data/0000320193/000032019324000098/xslF345X05/wk-form4_1727821948.xml
AAPL,0000320193,000032019324000097,https://www.sec.gov/Archives/edgar/data/0000320193/000032019324000097/xslF345X05/wk-form4_1727821902.xml
AAPL,0000320193,000032019324000096,https://www.sec.gov/Archives/edgar/data/0000320193/000032019324000096/xslF345X05/wk-form4_1727821838.xml
AAPL,0000320193,000032019324000088,https://www.sec.gov/Archives/edgar/data/0000320193/000032019324000088/xslF345X05/wk-form4_1724106610.xml
AAPL,0000320193,000032019324000086,https://www.sec.gov/Archives/edgar/data/0000320193/000032019324000086/xslF345X05/wk-form4_1723590126.xml
AAPL,0000320193,000032019324000084,https://www.sec.gov/Archives/edgar/data/0000320193/000032019324000084/xslF345X05/wk-form4_1723069808.xml
MSFT,0000789019,000106299324020678,https://www.sec.gov/Archives/edgar/data/0000789019/000106299324020678/xslF345X05/form4.xml
MSFT,0000789019,000106299324020624,https://www.sec.gov/Archives/edgar/data/0000789019/000106299324020624/xslF345X05/form4.xml
MSFT,0000789019,000106299324020623,https://www.sec.gov/Archives/edgar/data/0000789019/000106299324020623/xslF345X05/form4.xml
MSFT,0000789019,000106299324020622,https://www.sec.gov/Archives/edgar/data/0000789019/000106299324020622/xslF345X05/form4.xml
MSFT,0000789019,000106299324020621,https://www.sec.gov/Archives/edgar/data/0000789019/000106299324020621/xslF345X05/form4.xml
MSFT,0000789019,000106299324020620,https://www.sec.gov/Archives/edgar/data/0000789019/000106299324020620/xslF345X05/form4.xml
MSFT,0000789019,000106299324020619,https://www.sec.gov/Archives/edgar/data/0000789019/000106299324020619/xslF345X05/form4.xml
MSFT,0000789019,000106299324020618,https://www.sec.gov/Archives/edgar/data/0000789019/000106299324020618/xslF345X05/form4.xml
MSFT,0000789019,000106299324020617,https://www.sec.gov/Archives/edgar/data/0000789019/000106299324020617/xslF345X05/form4.xml
MSFT,0000789019,000106299324020399,https://www.sec.gov/Archives/edgar/data/0000789019/000106299324020399/xslF345X05/form4.xml
MSFT,0000789019,000106299324020397,https://www.sec.gov/Archives/edgar/data/0000789019/000106299324020397/xslF345X05/form4.xml
MSFT,0000789019,000106299324020396,https://www.sec.gov/Archives/edgar/data/0000789019/000106299324020396/xslF345X05/form4.xml
MSFT,0000789019,000106299324020395,https://www.sec.gov/Archives/edgar/data/0000789019/000106299324020395/xslF345X05/form4.xml
MSFT,0000789019,000106299324020394,https://www.sec.gov/Archives/edgar/data/0000789019/000106299324020394/xslF345X05/form4.xml
MSFT,0000789019,000106299324020393,https://www.sec.gov/Archives/edgar/data/0000789019/000106299324020393/xslF345X05/form4.xml
MSFT,0000789019,000106299324020392,https://www.sec.gov/Archives/edgar/data/0000789019/000106299324020392/xslF345X05/form4.xml
MSFT,0000789019,000106299324020391,https://www.sec.gov/Archives/edgar/data/0000789019/000106299324020391/xslF345X05/form4.xml
MSFT,0000789019,000106299324020390,https://www.sec.gov/Archives/edgar/data/0000789019/000106299324020390/xslF345X05/form4.xml
MSFT,0000789019,000106299324020389,https://www.sec.gov/Archives/edgar/data/0000789019/000106299324020389/xslF345X05/form4.xml
MSFT,0000789019,000106299324020388,https://www.sec.gov/Archives/edgar/data/0000789019/000106299324020388/xslF345X05/form4.xml
MSFT,0000789019,000106299324020387,https://www.sec.gov/Archives/edgar/data/0000789019/000106299324020387/xslF345X05/form4.xml
MSFT,0000789019,000106299324020138,https://www.sec.gov/Archives/edgar/data/0000789019/000106299324020138/xslF345X05/form4.xml
MSFT,0000789019,000106299324019891,https://www.sec.gov/Archives/edgar/data/0000789019/000106299324019891/xslF345X05/form4.xml
MSFT,0000789019,000106299324019890,https://www.sec.gov/Archives/edgar/data/0000789019/000106299324019890/xslF345X05/form4.xml
MSFT,0000789019,000106299324019650,https://www.sec.gov/Archives/edgar/data/0000789019/000106299324019650/xslF345X05/form4.xml
MSFT,0000789019,000106299324019649,https://www.sec.gov/Archives/edgar/data/0000789019/000106299324019649/xslF345X05/form4.xml
MSFT,0000789019,000106299324019177,https://www.sec.gov/Archives/edgar/data/0000789019/000106299324019177/xslF345X05/form4.xml
MSFT,0000789019,000106299324018937,https://www.sec.gov/Archives/edgar/data/0000789019/000106299324018937/xslF345X05/form4.xml
MSFT,0000789019,000106299324016766,https://www.sec.gov/Archives/edgar/data/0000789019/000106299324016766/xslF345X05/form4.xml
MSFT,0000789019,000106299324016765,https://www.sec.gov/Archives/edgar/data/0000789019/000106299324016765/xslF345X05/form4.xml
MSFT,0000789019,000106299324016764,https://www.sec.gov/Archives/edgar/data/0000789019/000106299324016764/xslF345X05/form4.xml
MSFT,0000789019,000106299324016763,https://www.sec.gov/Archives/edgar/data/0000789019/000106299324016763/xslF345X05/form4.xml
MSFT,0000789019,000106299324016762,https://www.sec.gov/Archives/edgar/data/0000789019/000106299324016762/xslF345X05/form4.xml
MSFT,0000789019,000106299324016761,https://www.sec.gov/Archives/edgar/data/0000789019/000106299324016761/xslF345X05/form4.xml
MSFT,0000789019,000106299324016594,https://www.sec.gov/Archives/edgar/data/0000789019/000106299324016594/xslF345X05/form4.xml
MSFT,0000789019,000106299324016593,https://www.sec.gov/Archives/edgar/data/0000789019/000106299324016593/xslF345X05/form4.xml
MSFT,0000789019,000106299324016592,https://www.sec.gov/Archives/edgar/data/0000789019/000106299324016592/xslF345X05/form4.xml
MSFT,0000789019,000106299324016591,https://www.sec.gov/Archives/edgar/data/0000789019/000106299324016591/xslF345X05/form4.xml
MSFT,0000789019,000106299324016590,https://www.sec.gov/Archives/edgar/data/0000789019/000106299324016590/xslF345X05/form4.xml
MSFT,0000789019,000106299324016589,https://www.sec.gov/Archives/edgar/data/0000789019/000106299324016589/xslF345X05/form4.xml
MSFT,0000789019,000106299324016588,https://www.sec.gov/Archives/edgar/data/0000789019/000106299324016588/xslF345X05/form4.xml
MSFT,0000789019,000106299324016587,https://www.sec.gov/Archives/edgar/data/0000789019/000106299324016587/xslF345X05/form4.xml
MSFT,0000789019,000106299324016495,https://www.sec.gov/Archives/edgar/data/0000789019/000106299324016495/xslF345X05/form4.xml
MSFT,0000789019,000106299324016494,https://www.sec.gov/Archives/edgar/data/0000789019/000106299324016494/xslF345X05/form4.xml
MSFT,0000789019,000106299324016493,https://www.sec.gov/Archives/edgar/data/0000789019/000106299324016493/xslF345X05/form4.xml
MSFT,0000789019,000106299324016347,https://www.sec.gov/Archives/edgar/data/0000789019/000106299324016347/xslF345X05/form4.xml
MSFT,0000789019,000106299324016345,https://www.sec.gov/Archives/edgar/data/0000789019/000106299324016345/xslF345X05/form4.xml
MSFT,0000789019,000106299324016344,https://www.sec.gov/Archives/edgar/data/0000789019/000106299324016344/xslF345X05/form4.xml
MSFT,0000789019,000106299324016343,https://www.sec.gov/Archives/edgar/data/0000789019/000106299324016343/xslF345X05/form4.xml
MSFT,0000789019,000106299324016342,https://www.sec.gov/Archives/edgar/data/0000789019/000106299324016342/xslF345X05/form4.xml
MSFT,0000789019,000106299324016341,https://www.sec.gov/Archives/edgar/data/0000789019/000106299324016341/xslF345X05/form4.xml
MSFT,0000789019,000106299324016340,https://www.sec.gov/Archives/edgar/data/0000789019/000106299324016340/xslF345X05/form4.xml
MSFT,0000789019,000106299324016339,https://www.sec.gov/Archives/edgar/data/0000789019/000106299324016339/xslF345X05/form4.xml
MSFT,0000789019,000106299324016337,https://www.sec.gov/Archives/edgar/data/0000789019/000106299324016337/xslF345X05/form4.xml
MSFT,0000789019,000106299324016336,https://www.sec.gov/Archives/edgar/data/0000789019/000106299324016336/xslF345X05/form4.xml
MSFT,0000789019,000106299324016335,https://www.sec.gov/Archives/edgar/data/0000789019/000106299324016335/xslF345X05/form4.xml
MSFT,0000789019,000106299324016279,https://www.sec.gov/Archives/edgar/data/0000789019/000106299324016279/xslF345X05/form4.xml
MSFT,0000789019,000106299324016226,https://www.sec.gov/Archives/edgar/data/0000789019/000106299324016226/xslF345X05/form4.xml
MSFT,0000789019,000106299324016030,https://www.sec.gov/Archives/edgar/data/0000789019/000106299324016030/xslF345X05/form4.xml
MSFT,0000789019,000106299324016029,https://www.sec.gov/Archives/edgar/data/0000789019/000106299324016029/xslF345X05/form4.xml
MSFT,0000789019,000106299324016027,https://www.sec.gov/Archives/edgar/data/0000789019/000106299324016027/xslF345X05/form4.xml
